MS	RV	id	tokens
		107	She wrote books of poetry based on Connecticut 's history and a collection of sonnets produced in conjunction with [SUBJ-PERSON] Elizabeth Alexander [/SUBJ-PERSON] , a poet and fellow at [OBJ-ORGANIZATION] Yale University [/OBJ-ORGANIZATION] .
		108	A4 Annan Praises Lebanese Efforts The [OBJ-ORGANIZATION] United Nations [/OBJ-ORGANIZATION] secretary general , [SUBJ-PERSON] Kofi Annan [/SUBJ-PERSON] , went to Israel after two days in Lebanon that he said convinced him the Lebanese were serious about preserving the current cease-fire and moving toward a permanent peace .
		109	TEN days ago [SUBJ-PERSON] Kevin Liles [/SUBJ-PERSON] , the executive vice president of the [OBJ-ORGANIZATION] Warner Music Group [/OBJ-ORGANIZATION] and one of the most powerful African-Americans in the record business , dropped by a television studio in Midtown Manhattan to visit Lil ' Kim , one of his company 's artists .
		110	"The idea of recreational shopping is not new , '' said [SUBJ-PERSON] Juliet B. Schor [/SUBJ-PERSON] , a professor of sociology at [OBJ-ORGANIZATION] Boston College [/OBJ-ORGANIZATION] and author of '' Born to Buy : The Commercialized Child and the New Consumer Culture '' -LRB- Scribner -RRB- . ''"
		111	[SUBJ-PERSON] Harvey Weinstein [/SUBJ-PERSON] , the co-chairman of [OBJ-ORGANIZATION] Miramax Films [/OBJ-ORGANIZATION] , flew into town on Sunday and quickly closed a $ 7.5 million deal for '' The Matador , '' which stars Pierce Brosnan as a hired killer .
		112	A place that is extremely diverse is ground zero in the debate for whether state minimum wage increases are helpful or hurtful , '' said [SUBJ-PERSON] Jared Bernstein [/SUBJ-PERSON] , senior economist at the [OBJ-ORGANIZATION] Economic Policy Institute [/OBJ-ORGANIZATION] .
		113	The peace process between north and south must be made irreversible , which it will not be unless it takes root in the east and in the west as well , '' said [SUBJ-PERSON] Kofi Annan [/SUBJ-PERSON] , the [OBJ-ORGANIZATION] United Nations [/OBJ-ORGANIZATION] secretary general , one of numerous foreign dignitaries on hand for the ceremony .
		114	"They 've been on the trailing edge of technology , '' said [SUBJ-PERSON] Dennis Smith [/SUBJ-PERSON] , a law enforcement expert at [OBJ-ORGANIZATION] New York University [/OBJ-ORGANIZATION] ."
		115	[SUBJ-PERSON] Scilla Andreen [/SUBJ-PERSON] was still haunting the offices of her as-yet-to-be-started Internet movie company , [OBJ-ORGANIZATION] IndieFlix [/OBJ-ORGANIZATION] , when the phone rang .
		116	In May , [SUBJ-PERSON] Christiane Amanpour [/SUBJ-PERSON] quit her special arrangement with CBS 's '' 60 Minutes '' to pursue more serious work at [OBJ-ORGANIZATION] CNN [/OBJ-ORGANIZATION] , where she first became a star .
		117	The family 's relationship with [SUBJ-PERSON] George W. Bush [/SUBJ-PERSON] is equally apparent : When he was governor of [OBJ-LOCATION] Texas [/OBJ-LOCATION] , Mr. Bush appointed Mrs. Armstrong as a regent of Texas A & M , and made her daughter Katharine a member of the Texas Parks and Wildlife Commission ; she later became the chairwoman .
		118	[OBJ-ORGANIZATION] Microsoft [/OBJ-ORGANIZATION] 's current offerings represent a huge advantage that we can migrate into this services world , '' said [SUBJ-PERSON] Ray Ozzie [/SUBJ-PERSON] , the chief software architect .
		119	Mr. Weill , in turn , tapped [SUBJ-PERSON] Fred Wilpon [/SUBJ-PERSON] , the principal owner of the [OBJ-ORGANIZATION] New York Mets [/OBJ-ORGANIZATION] and an acquaintance , Mr. Gillinson said , and the team ended up sponsoring yesterday 's event .
		120	The online environmental magazine Grist gave soft applause to [OBJ-ORGANIZATION] Wal-Mart [/OBJ-ORGANIZATION] last week in its introduction to a Q. and A. session with [SUBJ-PERSON] H. Lee Scott Jr. [/SUBJ-PERSON] , the chief executive .
		121	As a result , its membership list resembles a kind of Noah 's ark manifest of overachievers from various professional species -- politics -LRB- Vernon Jordan -RRB- ; finance -LRB- John Schneider , a managing director of Allen & Company -RRB- ; real estate -LRB- Aby Rosen , the developer , and [SUBJ-PERSON] Steven Roth [/SUBJ-PERSON] , the chairman and chief executive of [OBJ-ORGANIZATION] Vornado Realty Trust [/OBJ-ORGANIZATION] -RRB- ; the arts -LRB- Marianne Boesky , the gallery owner , and Richard Meier , the architect -RRB- ; entertainment -LRB- Ari Emanuel , a partner in the Endeavor Agency , and Andrew Lack , the chief executive of Sony BMG Music -RRB- ; music -LRB- Roger Waters and Patty Smyth -RRB- ; sports -LRB- Dan Marino and John McEnroe -RRB- ; and so on .
		122	I 've never met a designer who thought more like an animator than Carlos , '' said [SUBJ-PERSON] Jeffrey Katzenberg [/SUBJ-PERSON] , chief executive of [OBJ-ORGANIZATION] DreamWorks Animation [/OBJ-ORGANIZATION] . ''
		123	We work exclusively with Blue Ribbon '' at the market , said [SUBJ-PERSON] Eric Ripert [/SUBJ-PERSON] , the chef at [OBJ-PERSON] Le Bernardin [/OBJ-PERSON] .
		124	[SUBJ-PERSON] Bill Gates [/SUBJ-PERSON] , the chairman of [OBJ-ORGANIZATION] Microsoft [/OBJ-ORGANIZATION] , delivered a blistering critique of American high schools on Saturday , and his foundation promised $ 15 million to states to make immediate improvements .
		125	An article on Wednesday about [SUBJ-PERSON] Rupert Murdoch [/SUBJ-PERSON] 's plans to hold a fund-raiser for Senator Hillary Rodham Clinton misstated the stock market value of his [OBJ-ORGANIZATION] News Corporation [/OBJ-ORGANIZATION] in some copies .
		126	[SUBJ-PERSON] Bill Gates [/SUBJ-PERSON] of [OBJ-ORGANIZATION] Microsoft [/OBJ-ORGANIZATION] gave software developers a preview of the next version of the Windows operating system , which will be released in a year .
		127	The [OBJ-ORGANIZATION] United Nations [/OBJ-ORGANIZATION] secretary general , [SUBJ-PERSON] Kofi Annan [/SUBJ-PERSON] , has dismissed a senior staff member for '' serious misconduct '' in the scandal involving the oil-for-food program for Iraq , a spokesman said yesterday .
		128	[SUBJ-PERSON] Bill Gates [/SUBJ-PERSON] used his appearance at an industry conference here Monday to offer [OBJ-ORGANIZATION] Microsoft [/OBJ-ORGANIZATION] 's response to Google 's latest online offerings , incorporating satellite imagery into location-based search results and introducing a new customizable MSN '' start '' page .
		129	Our early read , '' said [SUBJ-PERSON] John B. Menzer [/SUBJ-PERSON] , a vice chairman at [OBJ-ORGANIZATION] Wal-Mart [/OBJ-ORGANIZATION] , '' is that holiday sales in these categories will be strong . ''
		130	Gov. [SUBJ-PERSON] Jon Corzine [/SUBJ-PERSON] , the former co-chair of [OBJ-ORGANIZATION] Goldman Sachs [/OBJ-ORGANIZATION] , has decided that waiting for disaster is not a productive strategy .
		131	Along with Dr. Shalala , the panel included Elizabeth Spelke , a professor of psychology at Harvard who has long challenged the '' innate differences '' view , and [SUBJ-PERSON] Ruth J. Simmons [/SUBJ-PERSON] , the president of [OBJ-ORGANIZATION] Brown University [/OBJ-ORGANIZATION] , who established a widely praised program for aspiring engineers when she was president of the all-female Smith College .
		132	Among the corporate titans who will try to make sense of these shifting winds are Bill Gates of Microsoft , Michael S. Dell of Dell Computer , Larry Page of Google , Sir Richard Branson of the Virgin Group , [SUBJ-PERSON] Carlos Ghosn [/SUBJ-PERSON] of [OBJ-ORGANIZATION] Renault [/OBJ-ORGANIZATION] , and E. Neville Isdell , the chief executive of Coca-Cola .
		133	[SUBJ-PERSON] Stephen M. Cutler [/SUBJ-PERSON] , the top law enforcement official for the [OBJ-ORGANIZATION] Securities and Exchange Commission [/OBJ-ORGANIZATION] during one of the agency 's most tumultuous times , said yesterday that he would leave in a month .
		134	Four world-class bird specialists , led by [SUBJ-PERSON] Richard Prum [/SUBJ-PERSON] of [OBJ-ORGANIZATION] Yale University [/OBJ-ORGANIZATION] -LRB- who is a neighbor of mine -RRB- and including a renowned ivory-bill expert named Jerome Jackson , prepared a peer-reviewed paper , arguing that the Science magazine material did not rise to the standard of scientific evidence .
		135	Writing and Democracy [SUBJ-PERSON] Leonard Riggio [/SUBJ-PERSON] , the chairman of [OBJ-ORGANIZATION] Barnes & Noble [/OBJ-ORGANIZATION] , and his wife , Louise , will finance a program at the New School in New York focused on writing and democracy .
		136	E1 BUSINESS DAY C1-14 Auto Incentives Criticized [SUBJ-PERSON] Carlos Ghosn [/SUBJ-PERSON] , chief executive of Nissan Motor and the French automaker [OBJ-ORGANIZATION] Renault [/OBJ-ORGANIZATION] , lashed out at sales incentives at the New York International Auto Show .
		137	Mr. Rabois later told [OBJ-ORGANIZATION] PayPal [/OBJ-ORGANIZATION] 's former chief financial officer , [SUBJ-PERSON] Roelof Botha [/SUBJ-PERSON] , who is a partner at Sequoia Capital , the venture firm that has backed Apple , Google and Yahoo , among other big names .
		138	A1 Hewlett Beats Forecast [SUBJ-PERSON] Mark V. Hurd [/SUBJ-PERSON] 's short stint as the new chief executive of [OBJ-ORGANIZATION] Hewlett-Packard [/OBJ-ORGANIZATION] , received a symbolic lift as it reported quarterly earnings that slightly exceeded expectations .
		139	[SUBJ-PERSON] Robert B. Willumstad [/SUBJ-PERSON] , who was Citigroup 's chief operating officer , left in September and is now a director at the [OBJ-ORGANIZATION] American International Group [/OBJ-ORGANIZATION] .
		140	Cynthia Carroll has a very strong track record '' of improving operational performance and transforming culture , Sir [SUBJ-PERSON] Mark Moody-Stuart [/SUBJ-PERSON] , the chairman of [OBJ-ORGANIZATION] Anglo American [/OBJ-ORGANIZATION] , said in a news release .
		141	The deposition had been scheduled for March 17 in the office of [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] , the [OBJ-LOCATION] New York [/OBJ-LOCATION] attorney general , but worries about his testimony drove directors the weekend before that date to ask Mr. Greenberg to step down as chief executive .
		142	C1 Assessing Spielberg 's Value As NBC Universal closes in on a likely deal to acquire the live-action film business of its longtime partner [OBJ-ORGANIZATION] DreamWorks [/OBJ-ORGANIZATION] SKG , one of the transaction 's more intriguing questions remains : What will the media conglomerate really get if it picks up one of DreamWorks 's most significant assets , the services of the co-founder [SUBJ-PERSON] Steven Spielberg [/SUBJ-PERSON] ?
		143	President Bush , coping with low job-approval ratings , hopes [OBJ-ORGANIZATION] Goldman Sachs [/OBJ-ORGANIZATION] -LRB- NYSE : GS -RRB- chief [SUBJ-PERSON] Henry Paulson [/SUBJ-PERSON] -- the man who has been confirmed to be the next treasury secretary -- will breath new life in the administration 's economic agenda .
		144	He has run the [OBJ-LOCATION] New York City Ballet [/OBJ-LOCATION] since 1983 , when [SUBJ-PERSON] George Balanchine [/SUBJ-PERSON] died , although he shared the leadership with Jerome Robbins until 1990 .
		145	[SUBJ-PERSON] Michael S. [OBJ-ORGANIZATION] Dell [/SUBJ-PERSON] [/OBJ-ORGANIZATION] , the onetime wunderkind of the personal computer industry who founded Dell , based in Round Rock , Tex. , and is its chairman , is three months younger than Ms. Krawcheck .
		146	In announcing the job swap , Sir [SUBJ-PERSON] Howard Stringer [/SUBJ-PERSON] , the chairman and chief executive of [OBJ-ORGANIZATION] Sony [/OBJ-ORGANIZATION] , noted that Sony BMG had delivered strong results in its most recent quarter compared with the broader industry .
		147	WAGE BILL IN CALIFORNIA Gov. [SUBJ-PERSON] Arnold Schwarzenegger [/SUBJ-PERSON] and [OBJ-LOCATION] California [/OBJ-LOCATION] lawmakers said they had agreed to raise the state 's minimum wage to $ 8 an hour over the next two years , making it among the highest in the nation .
		148	AN investigation by the [OBJ-ORGANIZATION] WPP Group [/OBJ-ORGANIZATION] into its own operations in Italy is pitting its pugnacious chief executive , Sir [SUBJ-PERSON] Martin Sorrell [/SUBJ-PERSON] , against an equally aggressive Italian businessman and casting light on a disorderly corner of Sir Martin 's normally tightly controlled empire .
