MS	RV	id	tokens
		117	FOR THE HIGHEST BIDDER , A RISING SUPERSTAR AWAITS -- Pitcher [SUBJ-PERSON] Daisuke Matsuzaka [/SUBJ-PERSON] of [OBJ-LOCATION] Japan [/OBJ-LOCATION] , M.V.P. of the World Baseball Classic , will pursue a major league career .
		118	[SUBJ-PERSON] Bernhard Russi [/SUBJ-PERSON] of [OBJ-LOCATION] Switzerland [/OBJ-LOCATION] built the Birds of Prey course for the 1999 Alpine world championships , carving it out of a steep mountainside in the White River National Forest .
		119	Formed in 1976 by Her Majesty Queen [SUBJ-PERSON] Sirikit [/SUBJ-PERSON] of [OBJ-LOCATION] Thailand [/OBJ-LOCATION] to teach indigenous artisanal crafts to villagers to supplement their incomes , SUPPORT assists poor , disadvantaged , and disabled citizens in workshops across the Kingdom of Thailand .
		120	SLAP SHOTS [OBJ-LOCATION] Finland [/OBJ-LOCATION] is expected to announce today that Rangers left wing [SUBJ-PERSON] Ville Nieminen [/SUBJ-PERSON] has been added to the national team for the Turin Olympics .
		121	[OBJ-LOCATION] Iran [/OBJ-LOCATION] 's president , [SUBJ-PERSON] Mahmoud Ahmadinejad [/SUBJ-PERSON] , said Friday that his country was seriously considering an international proposal to resolve the dispute over its uranium enrichment program .
		122	In the 104th minute , [OBJ-LOCATION] Italy [/OBJ-LOCATION] made its final substitution , putting another forward into the game , Del Piero , and removing midfielder [SUBJ-PERSON] Simone Perrotta [/SUBJ-PERSON] .
		123	Next likely victim : the 102nd-ranked [SUBJ-PERSON] Philipp Kohlschreiber [/SUBJ-PERSON] of [OBJ-LOCATION] Germany [/OBJ-LOCATION] in the fourth round .
		124	It is possible to imagine , though , that [OBJ-LOCATION] Iran [/OBJ-LOCATION] 's intermittently persecuted Jews , living today under a president , [SUBJ-PERSON] Mahmoud Ahmadinejad [/SUBJ-PERSON] , who denies the historical truth of the European Holocaust while threatening a new Middle Eastern one , might see Purim not as a story of tragedy averted but as one of tragedy foretold .
		125	Landis , racing third from the end , was more focused on Pereiro , riding for Caisse d' Epargne , and [SUBJ-PERSON] Carlos Sastre [/SUBJ-PERSON] of [OBJ-LOCATION] Spain [/OBJ-LOCATION] , who were in front of him in the standings .
		126	July July 1 THE BEAT THAT MY HEART SKIPPED One of the best regarded of [OBJ-LOCATION] France [/OBJ-LOCATION] 's younger generation of filmmakers , [SUBJ-PERSON] Jacques Audiard [/SUBJ-PERSON] of '' Read My Lips , '' returns with a loose remake of James Toback 's 1978 film '' Fingers . ''
		127	In Berlin in 2003 , he and the pacesetter [SUBJ-PERSON] Sammy Korir [/SUBJ-PERSON] of [OBJ-LOCATION] Kenya [/OBJ-LOCATION] were on a world-record pace .
		128	He missed [OBJ-LOCATION] Portugal [/OBJ-LOCATION] 's [SUBJ-PERSON] Nuno Valente [/SUBJ-PERSON] planting his cleats in the chest of the Netherlands ' Arjen Robben .
		129	The chairman of the election group 's steering committee , [SUBJ-PERSON] Jean-Pierre Kingsley [/SUBJ-PERSON] , who is [OBJ-LOCATION] Canada [/OBJ-LOCATION] 's chief electoral officer , emphasized that Iraqis who had complaints would be heard by his group and had further avenues for appeal if they were still unsatisfied .
		130	[SUBJ-PERSON] Ghazi Kanaan [/SUBJ-PERSON] , now [OBJ-LOCATION] Syria [/OBJ-LOCATION] 's interior minister , served until 2002 as chief of military intelligence in Lebanon , and Rustum Ghazali , who succeeded him , still holds that title , despite the pullout .
		131	It will be harder for future diplomats to sit on couches flattering dictators , the way we used to flatter [SUBJ-PERSON] Hafez al-Assad [/SUBJ-PERSON] of [OBJ-LOCATION] Syria [/OBJ-LOCATION] decade after decade .
		132	President [SUBJ-PERSON] Hu Jintao [/SUBJ-PERSON] of [OBJ-LOCATION] China [/OBJ-LOCATION] , left , called Mr. Abe 's visit a turning point for two Asian powers whose relations had sharply declined .
		133	Second-seeded Sharapova , the Wimbledon champion who is trying to become No. 1 here at Davenport 's expense , led by 6-2 , 3-3 against unseeded [SUBJ-PERSON] Nuria Llagostera Vives [/SUBJ-PERSON] of [OBJ-LOCATION] Spain [/OBJ-LOCATION] .
		134	For decades after World War II the country styled itself the '' first victim of Nazi aggression , '' even though more than a million Austrians fought for the Axis , including [SUBJ-PERSON] Kurt Waldheim [/SUBJ-PERSON] , who later became secretary general of the United Nations and president of [OBJ-LOCATION] Austria [/OBJ-LOCATION] .
		135	Prime Minister [SUBJ-PERSON] Manmohan Singh [/SUBJ-PERSON] of [OBJ-LOCATION] India [/OBJ-LOCATION] immediately announced that he would start the bus service as scheduled on Thursday morning at a cricket stadium here .
		136	"Ms. Pelosi and the five Democrats and one Republican who accompanied her are scarcely the first to raise such questions during the three years that Mr. Bush has instructed his top envoys -- and reportedly Israel as well -- to avoid negotiations with [OBJ-LOCATION] Syria [/OBJ-LOCATION] 's president , [SUBJ-PERSON] Bashar al-Assad [/SUBJ-PERSON] ."
		137	[SUBJ-PERSON] Benjamin Raich [/SUBJ-PERSON] of [OBJ-LOCATION] Austria [/OBJ-LOCATION] was second , 0.07 slower , and Daron Rahlves of the United States was third , just one-hundredth of a second behind that . ''
		138	Vancouver 's team includes [SUBJ-PERSON] Christine Sinclair [/SUBJ-PERSON] , a star for [OBJ-LOCATION] Canada [/OBJ-LOCATION] 's national team , and Tiffeny Milbrett , a veteran of the United States national team .
		139	At a meeting on March 16 , President [SUBJ-PERSON] Jacques Chirac [/SUBJ-PERSON] of [OBJ-LOCATION] France [/OBJ-LOCATION] asked Mr. Jeanneney and the culture minister , Renaud Donnedieu de Vabres , to study how French and European library collections could be rapidly made available on the Web .
		140	Summer is huge , '' said [SUBJ-PERSON] Li Yan [/SUBJ-PERSON] , a United States short-track speedskating coach , who won a silver medal for [OBJ-LOCATION] China [/OBJ-LOCATION] in the 500 meters in 1992 , when short track became an Olympic sport . ''
		141	Meanwhile , Prime Minister [SUBJ-PERSON] Manmohan Singh [/SUBJ-PERSON] of [OBJ-LOCATION] India [/OBJ-LOCATION] is getting beaten up at home at the slightest hint that Congress might constrain any part of India 's nuclear program .
		142	Dividing up the '' Fille '' duet , Ms. Rocas and Francis Cascano -LRB- both of the Philippines -RRB- danced the adagio , [SUBJ-PERSON] Huang Yi [/SUBJ-PERSON] and Cheng Xuan -LRB- both from [OBJ-LOCATION] China [/OBJ-LOCATION] -RRB- danced the coda and Mr. Sarabia and Ms. Seki performed the variations .
		143	[SUBJ-PERSON] Wu Yi [/SUBJ-PERSON] , a vice premier of [OBJ-LOCATION] China [/OBJ-LOCATION] , criticized the United States at a conference here on Monday for having taken what she characterized as an approach that was more unfair to Chinese companies .
		144	[SUBJ-PERSON] David Howell [/SUBJ-PERSON] of [OBJ-LOCATION] England [/OBJ-LOCATION] , who is this season 's leading money winner on the European Tour , also recalled Bladon as a gifted player who has struggled to stay on top of his game . ''
		145	That was [OBJ-LOCATION] Bolivia [/OBJ-LOCATION] , whose new president , [SUBJ-PERSON] Evo Morales [/SUBJ-PERSON] , promised to '' end the colonial and neoliberal model . ''
		146	A5 Election Gains for Musharraf Allies of [OBJ-LOCATION] Pakistan [/OBJ-LOCATION] 's president , Gen. [SUBJ-PERSON] Pervez Musharraf [/SUBJ-PERSON] , scored gains in the first rounds of local government elections , a development likely to further consolidate General Musharraf 's grip on power ahead of the general elections , political analysts in Pakistan say .
		147	A key to the settlement , negotiated between the sides by [SUBJ-PERSON] Martti Ahtisaari [/SUBJ-PERSON] , a former president of [OBJ-LOCATION] Finland [/OBJ-LOCATION] , was an understanding by the rebels that a new provincial government in Aceh would have far wider authority than in the past .
		148	Last fall , she skipped a commemorative event for Mitterand in order to fly to [OBJ-LOCATION] Chile [/OBJ-LOCATION] and campaign for [SUBJ-PERSON] Michelle Bachelet [/SUBJ-PERSON] , a Socialist aspiring to be the first woman to be president of that country .
		149	From afar , [SUBJ-PERSON] Jacques Chirac [/SUBJ-PERSON] is the embodiment of [OBJ-LOCATION] France [/OBJ-LOCATION] .
		150	[OBJ-LOCATION] Syria [/OBJ-LOCATION] said Friday that its president , [SUBJ-PERSON] Bashar al-Assad [/SUBJ-PERSON] , would convene a session of Parliament on Saturday to deliver a speech , raising expectations here that he would announce a partial pullout of troops from Lebanon in an effort to ease the growing international pressure on his government .
		151	[SUBJ-PERSON] Shimon Peres [/SUBJ-PERSON] , [OBJ-LOCATION] Israel [/OBJ-LOCATION] 's deputy prime minister , was among those who strongly advocated the pullout from Gaza , 38 years after Israel captured the territory during the 1967 war with Egypt .
		152	Five days after the death of [OBJ-LOCATION] Turkmenistan [/OBJ-LOCATION] 's authoritarian president , [SUBJ-PERSON] Saparmurat Niyazov [/SUBJ-PERSON] , the upper chamber of the legislature agreed Tuesday to schedule an election for Feb. 11 to pick his successor but also limited those who could run to the six candidates it chose .
		153	The judge in the free-speech trial of the Turkish author [SUBJ-PERSON] Orhan Pamuk [/SUBJ-PERSON] dismissed all charges last week , sparing [OBJ-LOCATION] Turkey [/OBJ-LOCATION] further international scorn .
		154	In the front row sat [SUBJ-PERSON] George Weah [/SUBJ-PERSON] , the soccer star who lost to Ms. Johnson Sirleaf and initially refused to concede the election , raising the grim possibility that long-suffering [OBJ-LOCATION] Liberia [/OBJ-LOCATION] 's opportunity for lasting peace might slip away .
		155	He was also admired for his photographs of American presidents , from John F. Kennedy to Gerald R. Ford , as well as world leaders like Haile Selassie of Ethiopia and [SUBJ-PERSON] David Ben-Gurion [/SUBJ-PERSON] of [OBJ-LOCATION] Israel [/OBJ-LOCATION] .
		156	Secretary General [SUBJ-PERSON] Kofi Annan [/SUBJ-PERSON] on Friday dropped plans to visit Tehran next week , citing a speech last week in which [OBJ-LOCATION] Iran [/OBJ-LOCATION] 's president , Mahmoud Ahmadinejad , said that Israel '' must be wiped off the map . '' ''
		157	The Israeli government temporarily cut off ties with the Christian broadcaster Pat Robertson after he suggested that Prime Minister [SUBJ-PERSON] Ariel Sharon [/SUBJ-PERSON] 's stroke might have been God 's punishment for withdrawing from territory that belonged to the Biblical [OBJ-LOCATION] Israel [/OBJ-LOCATION] .
		158	By contrast , physicists like Einstein , Oppenheimer and [SUBJ-PERSON] Werner Heisenberg [/SUBJ-PERSON] -LRB- the subject of multiple biographies published in the 1990 's that renewed a long-running debate concerning his role in Nazi [OBJ-LOCATION] Germany [/OBJ-LOCATION] 's atomic bomb program -RRB- did not just create a remarkably productive scientific epoch , but led especially eventful and consequential lives .
		159	1 Tacit Concession in [OBJ-LOCATION] Italy [/OBJ-LOCATION] Prime Minister [SUBJ-PERSON] Silvio Berlusconi [/SUBJ-PERSON] came close to admitting that he had lost Italy 's close national elections , though he did not use the words '' concede '' or '' defeat . ''
		160	He arrived after a rocky visit in Washington , where President Bush used a White House dinner to try to mediate between the Pakistani leader and President [SUBJ-PERSON] Hamid Karzai [/SUBJ-PERSON] of [OBJ-LOCATION] Afghanistan [/OBJ-LOCATION] over their mutual accusations of responsibility for the resurgence of the Taliban , Afghanistan 's former rulers .
		161	You , Me and the Next War '' (1968) questioned [OBJ-LOCATION] Israel [/OBJ-LOCATION] 's self-congratulatory militaristic self-image , and '' The Queen of the Bathtub '' (1970) ridiculed Prime Minister [SUBJ-PERSON] Golda Meir [/SUBJ-PERSON] .
		162	She fell off the pace by 18 seconds about five miles from the finish , but rallied to overtake [SUBJ-PERSON] Susan Chepkemei [/SUBJ-PERSON] of [OBJ-LOCATION] Kenya [/OBJ-LOCATION] , who became ill on the course but maintained enough resolve to finish in 2:24:55 .
		163	[OBJ-LOCATION] France [/OBJ-LOCATION] is still absorbing the torture and killing last month of [SUBJ-PERSON] Ilan Halimi [/SUBJ-PERSON] , a 23-year-old Jewish man .
		164	Gen. [SUBJ-PERSON] Augusto Pinochet [/SUBJ-PERSON] , the former dictator of [OBJ-LOCATION] Chile [/OBJ-LOCATION] , suffered a serious heart attack on Sunday morning and underwent angioplasty and , later in the day , another surgical procedure , hospital officials and his family said .
		165	Prime Minister Tony Blair of Britain and Prince Charles , and Presidents Aleksander Kwasniewski of Poland , [SUBJ-PERSON] Mohammad Khatami [/SUBJ-PERSON] of [OBJ-LOCATION] Iran [/OBJ-LOCATION] and Moshe Katsav of Israel all attended , along with five kings and six queens , as well as the United Nations secretary general , Kofi Annan .
